Fruit_name,Fruit_weight,Fruit_color
Apple,1684.19,Red
Cherry,1299.04,Red
Pineapple,1642.06,Brown
Orange,2251.68,Orange
Strawberry,2684.65,Red
Mango,2060.67,Yellow
Banana,1445.32,Yellow
Pineapple,2124.0,Brown
Orange,2831.81,Orange
Strawberry,1047.28,Red
Strawberry,352.45,Red
Banana,1136.37,Yellow
Mango,753.07,Yellow
Strawberry,70.32,Red
Orange,2872.86,Orange
Blueberry,175.56,Blue
Orange,1595.08,Orange
Mango,791.82,Yellow
Grapes,862.66,Green
Mango,2935.35,Yellow
Strawberry,1080.34,Red
Blueberry,2185.18,Blue
Kiwi,767.06,Brown
Apple,2128.39,Red
Mango,2990.38,Yellow
Watermelon,395.71,Green
Grapes,1404.17,Green
Papaya,945.88,Orange
Orange,719.36,Orange
Apple,2837.14,Red
Watermelon,484.09,Green
Strawberry,1854.16,Red
Apple,468.19,Red
Blueberry,2080.37,Blue
Grapes,1953.38,Green
Grapes,2083.11,Green
Cherry,759.02,Red
Watermelon,909.74,Green
Mango,1416.65,Yellow
Watermelon,1874.01,Green
Watermelon,1090.4,Green
Banana,2730.23,Yellow
Grapes,2504.78,Green
Pineapple,691.35,Brown
Watermelon,599.35,Green
Banana,2095.03,Yellow
Banana,362.32,Yellow
Papaya,890.46,Orange
Papaya,231.68,Orange
Pineapple,445.16,Brown
Watermelon,677.95,Green
Grapes,1498.28,Green
Mango,1104.81,Yellow
Orange,2695.4,Orange
Grapes,1121.01,Green
Pineapple,1946.6,Brown
Pineapple,557.7,Brown
Pineapple,485.13,Brown
Cherry,2403.3,Red
Papaya,724.78,Orange
Kiwi,480.35,Brown
Kiwi,1563.02,Brown
Kiwi,1848.27,Brown
Kiwi,2086.08,Brown
Cherry,1947.16,Red
Blueberry,854.63,Blue
Strawberry,2433.73,Red
Blueberry,2209.36,Blue
Pineapple,1324.1,Brown
Banana,1404.56,Yellow
Watermelon,1548.82,Green
Apple,1373.52,Red
Papaya,1355.22,Orange
Cherry,1890.87,Red
Grapes,2386.55,Green
Grapes,1938.12,Green
Apple,1778.57,Red
Pineapple,1768.54,Brown
Blueberry,338.68,Blue
Pineapple,631.19,Brown
Orange,2235.69,Orange
Pineapple,125.24,Brown
Strawberry,487.56,Red
Blueberry,1438.76,Blue
Blueberry,710.89,Blue
Grapes,1852.18,Green
Kiwi,549.12,Brown
Mango,1040.4,Yellow
Mango,1674.83,Yellow
Blueberry,1507.53,Blue
Grapes,103.87,Green
Kiwi,1754.21,Brown
Blueberry,2240.44,Blue
Papaya,1956.62,Orange
Pineapple,1727.58,Brown
Blueberry,2855.03,Blue
Apple,390.07,Red
Orange,2665.9,Orange
Blueberry,2316.59,Blue
Papaya,1950.57,Orange
Pineapple,868.16,Brown
Grapes,2612.29,Green
Pineapple,689.87,Brown
Mango,2649.78,Yellow
Strawberry,1189.94,Red
Mango,2602.94,Yellow
Pineapple,2833.05,Brown
Mango,1534.1,Yellow
Orange,1767.42,Orange
Pineapple,2703.04,Brown
Cherry,605.06,Red
Orange,1307.31,Orange
Apple,2659.45,Red
Apple,76.31,Red
Papaya,271.47,Orange
Banana,279.35,Yellow
Orange,2498.9,Orange
Kiwi,588.3,Brown
Orange,2551.94,Orange
Blueberry,2135.4,Blue
Grapes,439.66,Green
Pineapple,903.73,Brown
Grapes,574.66,Green
Kiwi,237.62,Brown
Watermelon,1508.31,Green
Blueberry,1388.88,Blue
Papaya,1729.79,Orange
Kiwi,720.73,Brown
Kiwi,1099.18,Brown
Blueberry,474.66,Blue
Cherry,273.59,Red
Banana,726.33,Yellow
Watermelon,1597.79,Green
Banana,2514.49,Yellow
Watermelon,2869.48,Green
Kiwi,2092.27,Brown
Mango,2983.38,Yellow
Cherry,1311.06,Red
Papaya,2036.78,Orange
Watermelon,2272.43,Green
Cherry,2842.9,Red
Kiwi,1121.08,Brown
Mango,2966.71,Yellow
Cherry,1855.37,Red
Banana,2537.22,Yellow
Blueberry,2749.48,Blue
Mango,655.99,Yellow
Orange,2177.96,Orange
Pineapple,2605.97,Brown
Strawberry,2577.73,Red
Apple,1966.29,Red
Strawberry,692.24,Red
Cherry,76.58,Red
Grapes,1980.39,Green
Cherry,2406.36,Red
Grapes,710.79,Green
Mango,2140.52,Yellow
Grapes,700.12,Green
Grapes,331.19,Green
Cherry,1280.89,Red
Orange,403.82,Orange
Cherry,729.96,Red
Strawberry,771.22,Red
Grapes,2672.05,Green
Cherry,1785.18,Red
Cherry,1707.99,Red
Pineapple,926.9,Brown
Papaya,1489.91,Orange
Pineapple,1702.66,Brown
Kiwi,177.94,Brown
Watermelon,666.53,Green
Strawberry,1606.32,Red
Grapes,1808.96,Green
Blueberry,2389.72,Blue
Grapes,2687.21,Green
Banana,511.11,Yellow
Banana,1816.93,Yellow
Papaya,1884.18,Orange
Blueberry,334.54,Blue
Kiwi,2886.56,Brown
Cherry,1880.73,Red
Cherry,1268.03,Red
Watermelon,2739.51,Green
Watermelon,1652.42,Green
Banana,1985.45,Yellow
Blueberry,2191.88,Blue
Apple,2277.25,Red
Pineapple,1634.5,Brown
Cherry,1557.66,Red
Watermelon,2320.94,Green
Apple,2920.68,Red
Blueberry,2752.4,Blue
Banana,149.73,Yellow
Apple,291.2,Red
Apple,653.42,Red
Orange,308.66,Orange
Watermelon,586.18,Green
Pineapple,2121.8,Brown
Watermelon,1485.28,Green
Orange,2461.47,Orange
Pineapple,1090.38,Brown
Blueberry,2821.1,Blue
Papaya,1529.96,Orange
Papaya,1917.35,Orange
Kiwi,1505.67,Brown
Grapes,1856.92,Green
Banana,2544.81,Yellow
Strawberry,985.56,Red
Orange,1011.23,Orange
Orange,726.14,Orange
Pineapple,2368.16,Brown
Grapes,2335.08,Green
Watermelon,57.42,Green
Banana,2503.65,Yellow
Cherry,2501.98,Red
Orange,2080.1,Orange
Blueberry,2557.6,Blue
Strawberry,1673.67,Red
Mango,695.23,Yellow
Blueberry,2198.49,Blue
Blueberry,789.43,Blue
Cherry,1203.71,Red
Strawberry,1516.17,Red
Cherry,2014.61,Red
Watermelon,1640.98,Green
Cherry,2116.67,Red
Pineapple,2924.23,Brown
Apple,1204.62,Red
Mango,1479.14,Yellow
Strawberry,1345.19,Red
Strawberry,2913.53,Red
Strawberry,648.93,Red
Apple,1331.87,Red
Grapes,2555.45,Green
Mango,1768.11,Yellow
Papaya,2514.37,Orange
Orange,2977.09,Orange
Orange,2647.2,Orange
Papaya,1847.65,Orange
Orange,317.34,Orange
Strawberry,941.81,Red
Strawberry,1103.54,Red
Pineapple,2369.25,Brown
Banana,2286.68,Yellow
Strawberry,986.21,Red
Papaya,420.68,Orange
Papaya,1605.45,Orange
Kiwi,812.53,Brown
Watermelon,503.29,Green
Cherry,1656.88,Red
Mango,2881.24,Yellow
Banana,2891.76,Yellow
Papaya,1130.89,Orange
Pineapple,1311.27,Brown
Watermelon,2283.54,Green
Orange,1035.18,Orange
Watermelon,1669.37,Green
Pineapple,690.45,Brown
Orange,1438.12,Orange
Kiwi,910.01,Brown
Grapes,2344.36,Green
Blueberry,583.96,Blue
Orange,2303.77,Orange
Orange,2783.78,Orange
Banana,810.44,Yellow
Strawberry,996.62,Red
Grapes,686.18,Green
Grapes,1089.57,Green
Grapes,554.31,Green
Kiwi,2121.73,Brown
Blueberry,1293.6,Blue
Papaya,2340.4,Orange
Mango,204.63,Yellow
Watermelon,626.74,Green
Orange,913.7,Orange
Blueberry,1373.14,Blue
Grapes,1864.6,Green
Watermelon,664.0,Green
Orange,1613.21,Orange
Papaya,2660.18,Orange
Papaya,2233.95,Orange
Grapes,1295.36,Green
Pineapple,743.85,Brown
Banana,1936.06,Yellow
Apple,2042.64,Red
Kiwi,723.86,Brown
Kiwi,772.42,Brown
Mango,1442.18,Yellow
Strawberry,1638.32,Red
Mango,2603.72,Yellow
Cherry,412.39,Red
Kiwi,464.72,Brown
Banana,1872.33,Yellow
Banana,1285.22,Yellow
Strawberry,546.03,Red
Mango,99.36,Yellow
Orange,1200.43,Orange
Cherry,2047.88,Red
Strawberry,2510.38,Red
Blueberry,417.72,Blue
Mango,224.82,Yellow
Strawberry,134.97,Red
Apple,2991.68,Red
Kiwi,2316.86,Brown
Cherry,1631.84,Red
Banana,1543.0,Yellow
Pineapple,1820.1,Brown
Banana,1125.25,Yellow
Strawberry,721.59,Red
Kiwi,2965.31,Brown
Orange,465.89,Orange
Watermelon,1893.41,Green
Blueberry,361.62,Blue
Apple,1584.5,Red
Kiwi,1736.69,Brown
Kiwi,1862.47,Brown
Apple,88.09,Red
Cherry,2481.03,Red
Grapes,1829.38,Green
Kiwi,2414.23,Brown
Orange,1300.75,Orange
Blueberry,470.33,Blue
Grapes,446.91,Green
Kiwi,1976.5,Brown
Pineapple,1550.66,Brown
Watermelon,2877.55,Green
Mango,967.03,Yellow
Strawberry,2401.12,Red
Pineapple,1497.36,Brown
Grapes,978.44,Green
Blueberry,2929.06,Blue
Strawberry,114.65,Red
Orange,367.28,Orange
Grapes,1989.07,Green
Pineapple,539.06,Brown
Banana,239.85,Yellow
Grapes,1513.43,Green
Orange,1690.32,Orange
Kiwi,925.5,Brown
Mango,1655.85,Yellow
Grapes,2230.09,Green
Cherry,1093.94,Red
Blueberry,2747.25,Blue
Kiwi,2987.57,Brown
Kiwi,1351.32,Brown
Papaya,2268.67,Orange
Banana,817.79,Yellow
Apple,1992.79,Red
Blueberry,868.07,Blue
Orange,2444.54,Orange
Pineapple,2812.96,Brown
Kiwi,1974.18,Brown
Mango,1112.38,Yellow
Cherry,2259.19,Red
Strawberry,1645.88,Red
Orange,1965.61,Orange
Banana,1310.13,Yellow
Apple,308.13,Red
Watermelon,151.74,Green
Papaya,1850.67,Orange
Orange,256.85,Orange
Grapes,2678.24,Green
Banana,407.38,Yellow
Banana,1799.14,Yellow
Pineapple,2712.67,Brown
Watermelon,700.3,Green
Strawberry,1485.75,Red
Blueberry,1989.97,Blue
Strawberry,875.55,Red
Orange,724.88,Orange
Strawberry,1489.51,Red
Orange,1397.69,Orange
Papaya,89.49,Orange
Watermelon,2854.29,Green
Blueberry,2733.95,Blue
Strawberry,1878.16,Red
Banana,1229.41,Yellow
Papaya,1512.31,Orange
Watermelon,2948.9,Green
Mango,2040.98,Yellow
Pineapple,825.63,Brown
Blueberry,2657.41,Blue
Watermelon,484.57,Green
Banana,1929.65,Yellow
Kiwi,1421.19,Brown
Banana,1749.93,Yellow
Cherry,1197.65,Red
Strawberry,2499.42,Red
Kiwi,158.28,Brown
Banana,1524.48,Yellow
Strawberry,1892.18,Red
Orange,1033.96,Orange
Grapes,2713.66,Green
Banana,1345.03,Yellow
Banana,1691.16,Yellow
Apple,1296.07,Red
Watermelon,995.03,Green
Mango,2890.62,Yellow
Watermelon,1436.08,Green
Mango,2948.44,Yellow
Watermelon,1078.28,Green
Blueberry,1627.59,Blue
Strawberry,1089.86,Red
Cherry,899.95,Red
Apple,735.81,Red
Mango,377.09,Yellow
Mango,2047.77,Yellow
Kiwi,1740.27,Brown
Kiwi,1050.24,Brown
Banana,2081.07,Yellow
Papaya,675.21,Orange
Apple,2835.0,Red
Apple,879.06,Red
Strawberry,433.58,Red
Blueberry,2123.42,Blue
Strawberry,2988.33,Red
Watermelon,1765.56,Green
Pineapple,599.28,Brown
Orange,1051.79,Orange
Watermelon,247.42,Green
Pineapple,1430.72,Brown
Pineapple,1247.72,Brown
Cherry,2231.39,Red
Orange,1607.04,Orange
Grapes,1223.83,Green
Papaya,2675.85,Orange
Watermelon,682.98,Green
Grapes,2350.18,Green
Apple,448.77,Red
Cherry,2117.35,Red
Pineapple,2711.49,Brown
Papaya,2473.03,Orange
Apple,1618.4,Red
Apple,1322.15,Red
Banana,2322.8,Yellow
Watermelon,2627.83,Green
Cherry,2760.18,Red
Blueberry,2244.48,Blue
Kiwi,1272.04,Brown
Banana,1780.39,Yellow
Kiwi,651.41,Brown
Watermelon,2591.44,Green
Strawberry,2011.24,Red
Cherry,2201.12,Red
Cherry,2944.73,Red
Grapes,2440.67,Green
Mango,1384.96,Yellow
Apple,2432.47,Red
Orange,1407.02,Orange
Grapes,2918.18,Green
Grapes,1452.92,Green
Mango,2813.76,Yellow
Papaya,1398.19,Orange
Watermelon,2202.31,Green
Grapes,2440.57,Green
Papaya,1819.98,Orange
Banana,870.76,Yellow
Orange,1133.94,Orange
Cherry,2345.49,Red
Grapes,2614.26,Green
Grapes,2844.31,Green
Pineapple,1504.83,Brown
Cherry,877.09,Red
Watermelon,1832.98,Green
Mango,452.72,Yellow
Papaya,1098.7,Orange
Grapes,1018.93,Green
Banana,474.24,Yellow
Mango,2258.43,Yellow
Blueberry,2906.14,Blue
Cherry,2610.98,Red
Blueberry,2112.36,Blue
Grapes,392.09,Green
Mango,1829.04,Yellow
Banana,2663.54,Yellow
Apple,2974.27,Red
Strawberry,2681.55,Red
Apple,923.27,Red
Cherry,2799.69,Red
Pineapple,495.54,Brown
Strawberry,649.6,Red
Mango,565.06,Yellow
Strawberry,2898.39,Red
Banana,1215.82,Yellow
Orange,2384.9,Orange
Orange,1854.19,Orange
Grapes,239.89,Green
Kiwi,2837.69,Brown
Cherry,58.37,Red
Cherry,1197.5,Red
Mango,1074.8,Yellow
Blueberry,1963.85,Blue
Strawberry,1801.74,Red
Mango,230.1,Yellow
Papaya,1603.95,Orange
Banana,1090.68,Yellow
Strawberry,1434.29,Red
Watermelon,2532.79,Green
Grapes,1108.29,Green
Mango,1996.86,Yellow
Watermelon,1261.28,Green
Apple,1711.45,Red
Kiwi,2074.03,Brown
Papaya,748.5,Orange
Mango,569.45,Yellow
Banana,1895.1,Yellow
Blueberry,78.26,Blue
Watermelon,2298.71,Green
Mango,1210.7,Yellow
Banana,2050.51,Yellow
Blueberry,1976.36,Blue
Grapes,1559.76,Green
Grapes,2742.41,Green
Apple,2262.1,Red
Grapes,2385.18,Green
Papaya,1295.2,Orange
Kiwi,1270.82,Brown
Apple,805.98,Red
Papaya,1101.12,Orange
Strawberry,958.86,Red
Cherry,1583.28,Red
Apple,1896.29,Red
Pineapple,813.66,Brown
Blueberry,2566.93,Blue
Blueberry,2939.97,Blue
Banana,2680.82,Yellow
Blueberry,1892.94,Blue
Orange,2022.25,Orange
Apple,2253.17,Red
Kiwi,1059.69,Brown
Apple,2718.01,Red
Cherry,390.74,Red
Blueberry,2709.53,Blue
Mango,1326.39,Yellow
Blueberry,1769.47,Blue
Apple,1516.07,Red
Cherry,1648.55,Red
Blueberry,1321.75,Blue
Pineapple,174.88,Brown
Grapes,2582.07,Green
Pineapple,356.79,Brown
Watermelon,1474.17,Green
Papaya,1600.38,Orange
Cherry,210.82,Red
Watermelon,1859.52,Green
Grapes,1847.4,Green
Mango,2205.61,Yellow
Watermelon,632.24,Green
Mango,2606.68,Yellow
Strawberry,607.89,Red
Banana,61.9,Yellow
Cherry,368.98,Red
Papaya,559.77,Orange
Mango,343.88,Yellow
Strawberry,1121.81,Red
Grapes,1040.33,Green
Kiwi,2457.81,Brown
Grapes,1192.74,Green
Kiwi,2537.35,Brown
Watermelon,2215.22,Green
Kiwi,1965.62,Brown
Banana,1132.27,Yellow
Pineapple,2198.71,Brown
Watermelon,1983.09,Green
Apple,2362.77,Red
Kiwi,1848.57,Brown
Orange,1838.14,Orange
Apple,2594.51,Red
Kiwi,1028.4,Brown
Blueberry,2824.67,Blue
Strawberry,1404.26,Red
Apple,301.5,Red
Papaya,2978.35,Orange
Orange,2498.54,Orange
Strawberry,1091.52,Red
Watermelon,2973.77,Green
Cherry,658.2,Red
Grapes,1221.36,Green
Papaya,253.2,Orange
Apple,1522.17,Red
Banana,2249.79,Yellow
Blueberry,2257.74,Blue
Banana,2010.88,Yellow
Orange,531.96,Orange
Banana,2168.81,Yellow
Orange,2983.14,Orange
Apple,474.55,Red
Orange,353.43,Orange
Kiwi,1022.42,Brown
Blueberry,1314.73,Blue
Cherry,1553.72,Red
Kiwi,501.05,Brown
Watermelon,2188.71,Green
Orange,2724.42,Orange
Banana,1422.01,Yellow
Blueberry,768.38,Blue
Cherry,2302.53,Red
Watermelon,159.84,Green
Watermelon,2281.02,Green
Strawberry,2103.89,Red
Orange,1799.1,Orange
Orange,598.16,Orange
Orange,1772.53,Orange
Pineapple,2330.2,Brown
Blueberry,1591.68,Blue
Apple,2932.73,Red
Strawberry,703.16,Red
Orange,2609.49,Orange
Watermelon,2561.81,Green
Papaya,681.88,Orange
Papaya,113.69,Orange
Apple,856.96,Red
Cherry,444.86,Red
Cherry,961.6,Red
Pineapple,2627.03,Brown
Papaya,1037.06,Orange
Banana,211.52,Yellow
Papaya,2841.2,Orange
Cherry,2470.11,Red
Grapes,1270.12,Green
Strawberry,1981.46,Red
Orange,2913.48,Orange
Grapes,2224.36,Green
Kiwi,1081.38,Brown
Grapes,1271.47,Green
Watermelon,1523.97,Green
Blueberry,1460.07,Blue
Grapes,1126.39,Green
Cherry,2108.39,Red
Orange,1956.32,Orange
Papaya,2912.85,Orange
Papaya,192.02,Orange
Watermelon,1338.15,Green
Pineapple,527.59,Brown
Blueberry,1337.6,Blue
Strawberry,160.61,Red
Pineapple,1485.49,Brown
Apple,395.61,Red
Orange,1754.43,Orange
Apple,1235.5,Red
Mango,1067.1,Yellow
Cherry,1879.19,Red
Strawberry,2950.91,Red
Kiwi,1572.01,Brown
Grapes,182.01,Green
Pineapple,1651.35,Brown
Blueberry,2414.34,Blue
Grapes,2726.48,Green
Papaya,1394.85,Orange
Strawberry,377.39,Red
Watermelon,2806.38,Green
Apple,1686.83,Red
Mango,2512.64,Yellow
Watermelon,1969.62,Green
Watermelon,2384.98,Green
Watermelon,64.71,Green
Cherry,694.88,Red
Pineapple,2216.93,Brown
Apple,567.55,Red
Cherry,321.55,Red
Pineapple,817.89,Brown
Cherry,1386.9,Red
Blueberry,663.98,Blue
Strawberry,1135.95,Red
Orange,1179.99,Orange
Banana,207.35,Yellow
Banana,2171.47,Yellow
Blueberry,195.15,Blue
Cherry,2704.93,Red
Kiwi,2088.73,Brown
Orange,2607.48,Orange
Strawberry,2169.07,Red
Cherry,562.71,Red
Pineapple,1089.53,Brown
Banana,1080.81,Yellow
Pineapple,958.82,Brown
Papaya,2495.76,Orange
Grapes,789.31,Green
Cherry,508.54,Red
Strawberry,2223.52,Red
Apple,1146.0,Red
Papaya,144.05,Orange
Banana,2821.27,Yellow
Mango,745.58,Yellow
Orange,1514.1,Orange
Pineapple,851.69,Brown
Papaya,2430.04,Orange
Papaya,2318.29,Orange
Mango,2505.44,Yellow
Apple,1984.94,Red
Orange,1195.64,Orange
Mango,2024.15,Yellow
Watermelon,340.88,Green
Kiwi,935.27,Brown
Blueberry,1448.38,Blue
Papaya,881.51,Orange
Grapes,2266.95,Green
Blueberry,2815.05,Blue
Apple,676.09,Red
Banana,403.58,Yellow
Strawberry,1865.52,Red
Strawberry,2337.29,Red
Blueberry,2746.93,Blue
Strawberry,1888.86,Red
Banana,566.62,Yellow
Pineapple,596.05,Brown
Strawberry,1424.48,Red
Strawberry,381.02,Red
Mango,2122.81,Yellow
Orange,1373.73,Orange
Banana,638.23,Yellow
Kiwi,1454.46,Brown
Orange,2051.78,Orange
Blueberry,1345.91,Blue
Cherry,1569.47,Red
Strawberry,1792.95,Red
Banana,972.55,Yellow
Cherry,2723.49,Red
Watermelon,685.1,Green
Strawberry,1881.53,Red
Grapes,2649.85,Green
Strawberry,1922.73,Red
Grapes,2043.34,Green
Kiwi,1828.28,Brown
Kiwi,1159.31,Brown
Strawberry,1997.94,Red
Blueberry,2222.91,Blue
Mango,1709.85,Yellow
Cherry,1058.34,Red
Papaya,1164.63,Orange
Watermelon,518.36,Green
Mango,2456.27,Yellow
Blueberry,2424.5,Blue
Grapes,2293.8,Green
Mango,1392.13,Yellow
Watermelon,727.93,Green
Cherry,2991.64,Red
Mango,1007.93,Yellow
Orange,1321.88,Orange
Strawberry,2178.57,Red
Papaya,988.97,Orange
Apple,1449.26,Red
Cherry,2805.91,Red
Apple,2247.46,Red
Pineapple,150.96,Brown
Mango,2199.86,Yellow
Kiwi,634.33,Brown
Apple,1443.66,Red
Pineapple,1395.64,Brown
Apple,872.88,Red
Cherry,1619.7,Red
Pineapple,2912.69,Brown
Strawberry,839.15,Red
Cherry,662.41,Red
Apple,2338.5,Red
Blueberry,551.57,Blue
Banana,1569.79,Yellow
Cherry,2980.2,Red
Kiwi,2137.36,Brown
Watermelon,2815.09,Green
Mango,2328.8,Yellow
Watermelon,2914.06,Green
Cherry,1224.07,Red
Cherry,2963.63,Red
Grapes,1174.6,Green
Banana,2696.42,Yellow
Orange,829.45,Orange
Strawberry,2521.67,Red
Apple,2748.18,Red
Banana,1479.68,Yellow
Papaya,2393.4,Orange
Mango,2734.18,Yellow
Apple,2551.21,Red
Kiwi,2640.41,Brown
Cherry,1805.31,Red
Blueberry,2287.84,Blue
Cherry,2408.97,Red
Apple,1609.56,Red
Papaya,1388.86,Orange
Orange,1580.89,Orange
Papaya,790.35,Orange
Watermelon,2350.24,Green
Grapes,268.72,Green
Pineapple,2632.26,Brown
Cherry,1681.4,Red
Cherry,319.61,Red
Grapes,626.02,Green
Apple,735.95,Red
Watermelon,2775.15,Green
Watermelon,2006.73,Green
Papaya,1132.2,Orange
Mango,2636.04,Yellow
Banana,611.73,Yellow
Orange,2959.54,Orange
Kiwi,413.67,Brown
Papaya,1374.27,Orange
Papaya,2532.9,Orange
Cherry,1264.96,Red
Mango,262.75,Yellow
Orange,422.91,Orange
Mango,788.97,Yellow
Mango,774.9,Yellow
Cherry,1171.66,Red
Apple,1380.57,Red
Kiwi,1882.71,Brown
Papaya,1315.25,Orange
Mango,2440.7,Yellow
Grapes,2777.73,Green
Blueberry,1557.42,Blue
Orange,2791.29,Orange
Strawberry,560.63,Red
Papaya,2512.93,Orange
Banana,1103.66,Yellow
Cherry,456.33,Red
Blueberry,690.01,Blue
Apple,562.88,Red
Kiwi,1029.75,Brown
Orange,54.29,Orange
Papaya,849.64,Orange
Orange,987.01,Orange
Cherry,414.37,Red
Cherry,2580.16,Red
Banana,2583.7,Yellow
Strawberry,1470.05,Red
Pineapple,2349.86,Brown
Banana,646.18,Yellow
Grapes,1360.96,Green
Watermelon,1248.14,Green
Mango,375.03,Yellow
Blueberry,295.12,Blue
Apple,1455.25,Red
Watermelon,2909.02,Green
Mango,1305.43,Yellow
Blueberry,2486.2,Blue
Kiwi,908.1,Brown
Watermelon,1875.44,Green
Orange,382.79,Orange
Kiwi,629.67,Brown
Cherry,388.09,Red
Papaya,2861.11,Orange
Papaya,2534.03,Orange
Watermelon,2752.66,Green
Grapes,639.86,Green
Watermelon,2756.63,Green
Mango,763.82,Yellow
Cherry,2985.63,Red
Apple,1203.13,Red
Cherry,1505.61,Red
Orange,2773.33,Orange
Banana,745.05,Yellow
Papaya,2934.42,Orange
Strawberry,972.5,Red
Strawberry,344.25,Red
Mango,733.43,Yellow
Cherry,1254.52,Red
Pineapple,2265.04,Brown
Orange,324.85,Orange
Banana,74.8,Yellow
Mango,309.79,Yellow
Cherry,439.91,Red
Watermelon,2441.64,Green
Papaya,1377.91,Orange
Grapes,1777.58,Green
Mango,122.16,Yellow
Watermelon,861.06,Green
Strawberry,2014.26,Red
Pineapple,58.8,Brown
Watermelon,1767.32,Green
Grapes,1484.8,Green
